"movie_name","title","reviewer","review","date","ratings"
"past lives (2023)","closure in love","statuskuo","having played at the sundance and berlin film festivals this year to rave reviews as past lives is every bit as extraordinary as many are claiming it is ive always liked many a films so after the films sterling critical acclaim i was very interested in seeing it theres no doubt that this film is just about as supremely impactful and thoughtful a directorial debut that analyzes and meditates on universal themes through the lens of unique subtexts and incisive superbly written character development the films title derives from the south korean concept of in yun which means that the experiences with other people that we meet and spend time with in life today are derived or based on equivalences from past lives the film follows nora greta lee a writer originally from south korea who had immigrated first to toronto and then to new york city shes married to arthur john magaro but has also been connecting over facetime with her childhood friend hae sung seung min yim he has recently finished his mandatory military service in korea and hasnt seen nora in over a decadewhile some of the basic themes that celine songs screenplay touches on may seem clichd viewers should know that their treatment in the story and relative to the powerful character development is completely original and creative there is a deep emotional impact on the viewer as the most basic themes of the story love interpersonal connection friendship immigration cultural identity affect the three main characters each in different and wholly authentic ways the screenplay is superbly written establishing dramatic tension in an interpersonal way while thoughtfully taking its time to further develop the storytelling at a relatively short  minutes the film is perfectly paced never seeming too fast or too slow to allow the viewers to appropriately interpret the characters and their unique qualities and place within the story being able to provide such a powerful performance to complement this material is no easy feat but all three main actors lee min yim and magaro do so with flying colors their emotions and chemistry are completely genuine from the first frame until the credits roll while the films stakes may seem relatively low and to some extent they can be songs formal technical and artistic control of the medium is no less extraordinary the film is beautifully shot and scored presenting an understated airy and gentle vibe that complements but never overbears the outstanding acting and writing on display its lyrical enthralling and fully liberated from derivativeness or tedium even simple location shots such as a carousel near a waterfront help complement the emotional connection between the characters in such shots in a soulful and deliberate wayin short past lives provides a wellmade and wellacted reflection on how love longing and culture make us learn and grow over time so powerful and rooted in original and creative storytelling as a result in my opinion it is the best film released since bong joonhos parasite in  bravo ",2023-06-25,NA
"past lives (2023)","beautiful and moving","thebigsick","my expectations were quite high for this drama because of its award nominations and wins i wasnt disappointed celine song wrote and directed a truly terrific drama a film worthy to be called cinema in her feature directorial debut as well her work and cooperation with shabier kirchner cinematographer is terrific together bringing some truly mesmerizing shots much to thank for the sets used and miseenscene also natural lighting the plot is semiautobiographical and inspired by real events from songs life which enhances and makes it so much more authentic and believable the characters feel so real their lives feel so real and so does the film the writing and direction is absolutely perfect celine song created a masterpiece with past livesnora and hae sung two deeply connected childhood friends are wrested apart after noras family emigrates from south korea twenty years later they are reunited for one fateful week as they confront notions of love and destinyaround the ten minute mark theres a scene when the children na young later nora moon and hae sung are walking different ways the scenes are shot and set up like nora is walking towards a bright future as shes walking upwards whilst hae is walking straight and then downwards the scene symbolizes the different paths theyre about to make in life thus setting up the story and plot for the film having the film go through the events at a rapid pace could have been executed poorly but celine song executed it perfectly as she quickly established the characters and plot without it feeling poorly done excellent work then twelve years swiftly goes past and the film truly begins celine song focuses a lot on the aesthetics and miseenscene making each shot perfectly photographed and set up brilliantly which enhances the visual storytelling like for example in a skype call we get an understanding of what nora is studying or is interested in before she tells hae and its thanks to the visual storytelling and placement of props and the overall production designpast lives was named one of the top ten films of  by the national board of review and the american film institute and received various awards including five nominations at the golden globe awards those being best motion picture  drama best picture  nonenglish language best director best screenplay and best actress in a motion picture  drama with nominations like that im sure this film will bring something for everyone if not for the brilliant acting from everyone but mostly greta lee as nora moon and teo yoo as hae sung the former being absolutely fantastic and worthy of her nomination but also of the terrific writing emotional depth and realism that make you feel lost in the story from minutes into itmanola darghis writing for the new york times compared the film to french romantic cinema complimenting its restraint in the presentation of its main themes stating the movies modesty  its intimacy human scale humble locations and lack of visual oomph  is one of its strengths the characters live in homes that are pleasant yet ordinary the kind that you can imagine hanging out in the kind you want to hang out in there are few big lookatme details though you might notice a poster for jacques rivettes  classic cline and julie go boating in noras fathers home office in seoul this film critic compliments the film rightfully bringing up solid arguments why its so great filmmaker christopher nolan also praised the film and named it one of his favorites describing it as subtle in a beautiful sort of way i agree fully with these people past lives is one of the best films of  a film ill remember and hopefully go back to in the future creatively and cinematically on another level than what many films that year were making my expectations were met in this incredible romanticdramaupdate so i rewatched it with my girlfriend and she shared my opinion in how great it was this time i got the opportunity to view the film without criticism or analyzing in thoughts which made me catch onto some dialogue i failed to notice and some other minor things one thing i noticed was how slow the pacing was which was something i didnt notice before yet i still liked it and it was nice to experience the film that way just be along for the ride and see the plot play out",2023-07-07,NA
"past lives (2023)","fragile longing","aweynand","now heres a story that has something for us all if you consider all the past events and things that went before all the options permutations that could have ended in relations outcomes futures roads untaken that then fall as jung hae sung and nora meet as kids theres a connection but then adios she bids moving to the usa kimchi days are left astray different plays shape different folks  the lives theyve lived correspondence over time keeps thoughts reflective then meeting up creates a kind of retrospective what could have been and what could be things preordained but choice is free quite intriguing but it rests on your perspective",2023-12-11,NA
"past lives (2023)","what i learned from it","elisavbizau","currently nominated for best picture  also for best original screenplay for celine song comes this film about the ultimate romantic what if two young teens in south korea are best friends who intimate taking their relationship to the next level the girls mom lets them go out on an official date but the looming move mom  daughter are moving to canada seems to be the stop sign for any forward movement  years pass  the girl now woman played by the luminous greta lee remarks to her mother about seeing a social media post from her old beau now played by teo yoo  decides to make contact via vid chat to catch up they soon reminisce about the time they spent apart  the choices theyve made wthe coda being would young about to embark into military service whopes of being a mandarin language translator be willing to give up everything to reconnect wlee he says no  then we flash forward another  years where lee is living in new york wher husband john magaro they met at an artist commune on the heels of a visit from yoo who is soon expected so when he finally arrives both almost lovers reunite in the flesh leading to a meeting of  souls that shouldve been together forever but time  space deemed opposite songs yarn inspired by circumstances in her own life lets the uncomfortable silences become comforting wthe performances on par for the best of the year poor greta was robbed frankly wa narrative so in tune as poetic treatise something barry jenkins did whis moonlight about the road not travelled",2023-06-26,NA
"past lives (2023)","all the dudes cried","dnkqbzw","i felt that the director spent too much energy establishing the distance in time and location that she didnt develop the characters enough to make you feel empathy for any of themsure many of us have had that childhood crush that we wish could be revisited in later years or at least some curiosity of what happened in the meantime but it feels like those gaps in time werent filled with anything its as if the characters had stopped for  years then started again then stopped then started again which would not be realistici was also half expecting nora to talk about  as they were on the boat and how it affected her as she would have been living in nyc at that time but that wasnt even brought up not that it was crucial to the plot of the film but it did shape a lot of peoples lives who lived through itwhat really got under my skin though was the long pauses i get it you want to convey emotion through watching the characters pausing and looking at each other without saying anything but after the rd or th time it just felt really forcedultimately i didnt really feel any emotion for any of the characters and what good is a drama if you arent connecting with the people in it worth a look but in the end you dont really feel you learned anything at the end",2023-06-28,NA
"past lives (2023)","like a stephen sondheim song come to life","evanstondad","and firsttime director celine song has created one of these its a masterpiece of deeply genuine human emotion and that masterpiece is past livessongs dialogue is understated to the point of risking not creating a connection with the characters it would not have worked with subpar actors but the risk payed off big timeall of these actors are wonderful allowing their body language and line delivery fill in the gaps with their characters true psychologya simple plot becomes a richly complex story of lost love sought closure and found purpose and its all due to celine song having the proper understanding of when to allow silence to speakyet despite the frequent bouts of silence not a moment feels wasted every shot and sentence is meticulously edited to give us exactly what we need to feel each moment with its full emotional powerthis very well may be the best film of  its the work of a master storyteller and its only her first film",2023-06-19,NA
"past lives (2023)","beautiful touching film","gbill","past lives is a beautifully understated and emotionally resonant film about the power of love loss and second chances the film follows nora greta lee and hae sung teo yoo two childhood friends who are reunited  years after they were separated by noras familys emigration from south korea the film explores the complex emotions that arise when these two old friends reconnect as they grapple with the choices theyve made in their lives and the possibility of what might have beensongs direction is assured and sensitive and she elicits outstanding performances from her two leads lee and yoo are both incredibly charismatic and believable as nora and hae sung and their chemistry is undeniablethe films cinematography is gorgeous with shabier kirchners lens capturing the beauty of both seoul and new york city the films score is also superb with a haunting and evocative soundtrack that perfectly complements the films emotional tonepast lives is a beautifully made and deeply moving film that will stay with you long after youve seen it its a film about love loss and the power of second chances and its sure to resonate with anyone who has ever experienced the pain of separation or the joy of reunionrating  out of  starssome of the things that i particularly liked about the film includethe films understated and realistic depiction of love and relationshipsthe films sensitive and nuanced portrayal of the asian american experiencethe films beautiful cinematography and evocative scorethe films two lead performances which are both incredibly charismatic and believableoverall i thought past lives was a beautiful and moving film that is sure to stay with me long after ive seen it i highly recommend it to anyone who is looking for a thoughtful and emotionally resonant film to watch",2023-09-12,NA
"past lives (2023)","painfully good","jeremyurquhart","the wind the leaves the streets the towers everything exists with a supple glow theres a love for environment behind the camera where director celine song stands telling her story kirchner her cinematographer lends immense craft to the films mm scenery nora hae sung arthur the three central characters are handled with wonderful grace they easily communicate complex emotion theyre likable and theyre relatable new york city seoul i hardly know either of them practically but now i feel like i do in some intimate way these two cities are dearly loved longing what did you think of when you finished this filmpast lives is an honest delicate and ambling movie nora once a little girl from urban korea chooses her path as an american writer after immigrating with her family she marries a different writer arthur a jewish new yorker adopts the culture of nyc and chases her ambition shes still korean but the identity ebbs she doesnt sound like it anymore hae sung her childhood friend who never left the country is very much korean his path is that of an engineer living with his parents which he describes as ordinary he loves nora deeply he loved her when she left seoul at twelve and loved her still at the points in which their lives intersected nora loves him too in her own complicated almost grieving way he is her connection to a childhood she longs for washed away in her memories and seldom revisited because of the complicated feelings that come with being a child immigrantthe story is simple but it bursts at the seams with emotion and humor admittedly slow but without wasting your time i connected with all three of the main characters to some degree each carried by an actor with the apparent gravity of a veteran superstar they are emotionally intelligent and they react to each other in interesting startlingly realistic ways celine song plays on a very specific feeling of aching for a forgotten time in ones life for an identity or for a lover its particular but looking around the audience as we left the theater you could see that most people were in their own heads thinking of something or someone we all long for something lostperhaps not all of us but probably most have also wrestled with the feeling of permanence in the journey we choose for ourselves you only live once said drake but thats really a terrifying thought sometimes carving out one lifetime  engineered across thousands of individual decisions  means foregoing an infinite number of others people deal with this in a number of ways providence reincarnation and an afterlife to name a few nora and hae sung might be soulmates but will they know it in this lifetime or the nexti really cant wait for the next project song works on and that goes double for the cast i sunk my teeth into this deeply romantic deeply resonant film which is capable of bringing immense longing to the surface it is coated with a beautiful score and draped atop memorable settings its a homerun for making me want to visit seoul",2023-06-23,NA
"past lives (2023)","sometimes simple stories are the best","benjaminskylerhill","such a beautiful picture film it has everything you want from a good movie a cute romance philosophy to guide the narrative characters that feel real even if you dont get to see what they do in his case or barely see anything in her case its as if the scriptwriters managed to weave a touching romance out of snippets without it feeling like youre watching something unfinishedtheres this one scene where they show how time passes i loved the cinematography behind that simple yet rewarding visuallyfrom this movie i learned that you should accept love and realise that you dont have to give up what you have for what you could have you can accept both those feelings of love inside of you and even if it hurts its what i believe makes the soul feel alive",2023-07-15,NA
"past lives (2023)","someone who leaves","dannylee","i saw the trailer to past lives before a showing of master gardener and immediately knew i wanted to see it i have an affinity for asian cinema but more than that the concept of past lovers reconnecting after decades made for an intriguing premise one that i had to see unfold on the big screen and after seeing it unfold on the big screen i honestly cant tell how i feel about past lives which i guess means it left me feeling kind of coldwith so many people gushing over this movie the fact that i fail to see what others are seeing has made me somewhat uncomfortable id have loved to witness the pitchperfect romance that critics say past lives contains i wish i managed to see the first great film of the year instead i watched a perfectly watchable film but one that didnt leave much of an imprint on me past lives is less a romance and more a dramatic exploration of what could have been and while that seems like it could be interesting the unlikeable character of nora played by greta lee and the distinctly unromantic and uncomfortable story progression made for a decidedly cringy experience so lets start with noragreta lee is a great actress  there is no doubt about that the thing is that her character nora is extremely unlikable and unsympathetic throughout the course of the entire film she makes mean borderline cruel choices that put others through the emotional ringer this left me entirely unsympathetic to her romantic plight  however i did enjoy teo yoos portrayal as hae sung and especially john magaros character of arthur both of them play entirely believable and relatable characters who become caught up in situations either of their own doing or of someone elsesas i mentioned past lives is also remarkably unromantic instead of seeing two people fall in love against all odds youll witness a bizarre sort of reconnection with a thirdwheel that is obviously against everything thats occurring its not romantic  purposefully so i think  but its also not very fun to watch which might be the point but still the whole will they wont they scenario begins to fall short as youll begin to realize that you dont care whether they will or they wont because of how awkward the entire scenario is and with an ending that feels more of a fizzle than a bang when the credits rolled i couldnt help but feel empty thats life the movie seems to say hoping you simply accept what its showing youthe more i think about this film the less i like it which sucks because i really wanted to like it call me a romantic but i was hoping for a more straightforward love story and what i got was something that was awkward uncomfortable and unenjoyable",2023-06-17,NA
"past lives (2023)","closure in love","statuskuo","having played at the sundance and berlin film festivals this year to rave reviews as past lives is every bit as extraordinary as many are claiming it is ive always liked many a films so after the films sterling critical acclaim i was very interested in seeing it theres no doubt that this film is just about as supremely impactful and thoughtful a directorial debut that analyzes and meditates on universal themes through the lens of unique subtexts and incisive superbly written character development the films title derives from the south korean concept of in yun which means that the experiences with other people that we meet and spend time with in life today are derived or based on equivalences from past lives the film follows nora greta lee a writer originally from south korea who had immigrated first to toronto and then to new york city shes married to arthur john magaro but has also been connecting over facetime with her childhood friend hae sung seung min yim he has recently finished his mandatory military service in korea and hasnt seen nora in over a decadewhile some of the basic themes that celine songs screenplay touches on may seem clichd viewers should know that their treatment in the story and relative to the powerful character development is completely original and creative there is a deep emotional impact on the viewer as the most basic themes of the story love interpersonal connection friendship immigration cultural identity affect the three main characters each in different and wholly authentic ways the screenplay is superbly written establishing dramatic tension in an interpersonal way while thoughtfully taking its time to further develop the storytelling at a relatively short  minutes the film is perfectly paced never seeming too fast or too slow to allow the viewers to appropriately interpret the characters and their unique qualities and place within the story being able to provide such a powerful performance to complement this material is no easy feat but all three main actors lee min yim and magaro do so with flying colors their emotions and chemistry are completely genuine from the first frame until the credits roll while the films stakes may seem relatively low and to some extent they can be songs formal technical and artistic control of the medium is no less extraordinary the film is beautifully shot and scored presenting an understated airy and gentle vibe that complements but never overbears the outstanding acting and writing on display its lyrical enthralling and fully liberated from derivativeness or tedium even simple location shots such as a carousel near a waterfront help complement the emotional connection between the characters in such shots in a soulful and deliberate wayin short past lives provides a wellmade and wellacted reflection on how love longing and culture make us learn and grow over time so powerful and rooted in original and creative storytelling as a result in my opinion it is the best film released since bong joonhos parasite in  bravo ",2023-06-25,NA
"past lives (2023)","beautiful and moving","thebigsick","my expectations were quite high for this drama because of its award nominations and wins i wasnt disappointed celine song wrote and directed a truly terrific drama a film worthy to be called cinema in her feature directorial debut as well her work and cooperation with shabier kirchner cinematographer is terrific together bringing some truly mesmerizing shots much to thank for the sets used and miseenscene also natural lighting the plot is semiautobiographical and inspired by real events from songs life which enhances and makes it so much more authentic and believable the characters feel so real their lives feel so real and so does the film the writing and direction is absolutely perfect celine song created a masterpiece with past livesnora and hae sung two deeply connected childhood friends are wrested apart after noras family emigrates from south korea twenty years later they are reunited for one fateful week as they confront notions of love and destinyaround the ten minute mark theres a scene when the children na young later nora moon and hae sung are walking different ways the scenes are shot and set up like nora is walking towards a bright future as shes walking upwards whilst hae is walking straight and then downwards the scene symbolizes the different paths theyre about to make in life thus setting up the story and plot for the film having the film go through the events at a rapid pace could have been executed poorly but celine song executed it perfectly as she quickly established the characters and plot without it feeling poorly done excellent work then twelve years swiftly goes past and the film truly begins celine song focuses a lot on the aesthetics and miseenscene making each shot perfectly photographed and set up brilliantly which enhances the visual storytelling like for example in a skype call we get an understanding of what nora is studying or is interested in before she tells hae and its thanks to the visual storytelling and placement of props and the overall production designpast lives was named one of the top ten films of  by the national board of review and the american film institute and received various awards including five nominations at the golden globe awards those being best motion picture  drama best picture  nonenglish language best director best screenplay and best actress in a motion picture  drama with nominations like that im sure this film will bring something for everyone if not for the brilliant acting from everyone but mostly greta lee as nora moon and teo yoo as hae sung the former being absolutely fantastic and worthy of her nomination but also of the terrific writing emotional depth and realism that make you feel lost in the story from minutes into itmanola darghis writing for the new york times compared the film to french romantic cinema complimenting its restraint in the presentation of its main themes stating the movies modesty  its intimacy human scale humble locations and lack of visual oomph  is one of its strengths the characters live in homes that are pleasant yet ordinary the kind that you can imagine hanging out in the kind you want to hang out in there are few big lookatme details though you might notice a poster for jacques rivettes  classic cline and julie go boating in noras fathers home office in seoul this film critic compliments the film rightfully bringing up solid arguments why its so great filmmaker christopher nolan also praised the film and named it one of his favorites describing it as subtle in a beautiful sort of way i agree fully with these people past lives is one of the best films of  a film ill remember and hopefully go back to in the future creatively and cinematically on another level than what many films that year were making my expectations were met in this incredible romanticdramaupdate so i rewatched it with my girlfriend and she shared my opinion in how great it was this time i got the opportunity to view the film without criticism or analyzing in thoughts which made me catch onto some dialogue i failed to notice and some other minor things one thing i noticed was how slow the pacing was which was something i didnt notice before yet i still liked it and it was nice to experience the film that way just be along for the ride and see the plot play out",2023-07-07,NA
"past lives (2023)","fragile longing","aweynand","now heres a story that has something for us all if you consider all the past events and things that went before all the options permutations that could have ended in relations outcomes futures roads untaken that then fall as jung hae sung and nora meet as kids theres a connection but then adios she bids moving to the usa kimchi days are left astray different plays shape different folks  the lives theyve lived correspondence over time keeps thoughts reflective then meeting up creates a kind of retrospective what could have been and what could be things preordained but choice is free quite intriguing but it rests on your perspective",2023-12-11,NA
"past lives (2023)","what i learned from it","elisavbizau","currently nominated for best picture  also for best original screenplay for celine song comes this film about the ultimate romantic what if two young teens in south korea are best friends who intimate taking their relationship to the next level the girls mom lets them go out on an official date but the looming move mom  daughter are moving to canada seems to be the stop sign for any forward movement  years pass  the girl now woman played by the luminous greta lee remarks to her mother about seeing a social media post from her old beau now played by teo yoo  decides to make contact via vid chat to catch up they soon reminisce about the time they spent apart  the choices theyve made wthe coda being would young about to embark into military service whopes of being a mandarin language translator be willing to give up everything to reconnect wlee he says no  then we flash forward another  years where lee is living in new york wher husband john magaro they met at an artist commune on the heels of a visit from yoo who is soon expected so when he finally arrives both almost lovers reunite in the flesh leading to a meeting of  souls that shouldve been together forever but time  space deemed opposite songs yarn inspired by circumstances in her own life lets the uncomfortable silences become comforting wthe performances on par for the best of the year poor greta was robbed frankly wa narrative so in tune as poetic treatise something barry jenkins did whis moonlight about the road not travelled",2023-06-26,NA
"past lives (2023)","all the dudes cried","dnkqbzw","i felt that the director spent too much energy establishing the distance in time and location that she didnt develop the characters enough to make you feel empathy for any of themsure many of us have had that childhood crush that we wish could be revisited in later years or at least some curiosity of what happened in the meantime but it feels like those gaps in time werent filled with anything its as if the characters had stopped for  years then started again then stopped then started again which would not be realistici was also half expecting nora to talk about  as they were on the boat and how it affected her as she would have been living in nyc at that time but that wasnt even brought up not that it was crucial to the plot of the film but it did shape a lot of peoples lives who lived through itwhat really got under my skin though was the long pauses i get it you want to convey emotion through watching the characters pausing and looking at each other without saying anything but after the rd or th time it just felt really forcedultimately i didnt really feel any emotion for any of the characters and what good is a drama if you arent connecting with the people in it worth a look but in the end you dont really feel you learned anything at the end",2023-06-28,NA
"past lives (2023)","like a stephen sondheim song come to life","evanstondad","and firsttime director celine song has created one of these its a masterpiece of deeply genuine human emotion and that masterpiece is past livessongs dialogue is understated to the point of risking not creating a connection with the characters it would not have worked with subpar actors but the risk payed off big timeall of these actors are wonderful allowing their body language and line delivery fill in the gaps with their characters true psychologya simple plot becomes a richly complex story of lost love sought closure and found purpose and its all due to celine song having the proper understanding of when to allow silence to speakyet despite the frequent bouts of silence not a moment feels wasted every shot and sentence is meticulously edited to give us exactly what we need to feel each moment with its full emotional powerthis very well may be the best film of  its the work of a master storyteller and its only her first film",2023-06-19,NA
"past lives (2023)","beautiful touching film","gbill","past lives is a beautifully understated and emotionally resonant film about the power of love loss and second chances the film follows nora greta lee and hae sung teo yoo two childhood friends who are reunited  years after they were separated by noras familys emigration from south korea the film explores the complex emotions that arise when these two old friends reconnect as they grapple with the choices theyve made in their lives and the possibility of what might have beensongs direction is assured and sensitive and she elicits outstanding performances from her two leads lee and yoo are both incredibly charismatic and believable as nora and hae sung and their chemistry is undeniablethe films cinematography is gorgeous with shabier kirchners lens capturing the beauty of both seoul and new york city the films score is also superb with a haunting and evocative soundtrack that perfectly complements the films emotional tonepast lives is a beautifully made and deeply moving film that will stay with you long after youve seen it its a film about love loss and the power of second chances and its sure to resonate with anyone who has ever experienced the pain of separation or the joy of reunionrating  out of  starssome of the things that i particularly liked about the film includethe films understated and realistic depiction of love and relationshipsthe films sensitive and nuanced portrayal of the asian american experiencethe films beautiful cinematography and evocative scorethe films two lead performances which are both incredibly charismatic and believableoverall i thought past lives was a beautiful and moving film that is sure to stay with me long after ive seen it i highly recommend it to anyone who is looking for a thoughtful and emotionally resonant film to watch",2023-09-12,NA
"past lives (2023)","painfully good","jeremyurquhart","the wind the leaves the streets the towers everything exists with a supple glow theres a love for environment behind the camera where director celine song stands telling her story kirchner her cinematographer lends immense craft to the films mm scenery nora hae sung arthur the three central characters are handled with wonderful grace they easily communicate complex emotion theyre likable and theyre relatable new york city seoul i hardly know either of them practically but now i feel like i do in some intimate way these two cities are dearly loved longing what did you think of when you finished this filmpast lives is an honest delicate and ambling movie nora once a little girl from urban korea chooses her path as an american writer after immigrating with her family she marries a different writer arthur a jewish new yorker adopts the culture of nyc and chases her ambition shes still korean but the identity ebbs she doesnt sound like it anymore hae sung her childhood friend who never left the country is very much korean his path is that of an engineer living with his parents which he describes as ordinary he loves nora deeply he loved her when she left seoul at twelve and loved her still at the points in which their lives intersected nora loves him too in her own complicated almost grieving way he is her connection to a childhood she longs for washed away in her memories and seldom revisited because of the complicated feelings that come with being a child immigrantthe story is simple but it bursts at the seams with emotion and humor admittedly slow but without wasting your time i connected with all three of the main characters to some degree each carried by an actor with the apparent gravity of a veteran superstar they are emotionally intelligent and they react to each other in interesting startlingly realistic ways celine song plays on a very specific feeling of aching for a forgotten time in ones life for an identity or for a lover its particular but looking around the audience as we left the theater you could see that most people were in their own heads thinking of something or someone we all long for something lostperhaps not all of us but probably most have also wrestled with the feeling of permanence in the journey we choose for ourselves you only live once said drake but thats really a terrifying thought sometimes carving out one lifetime  engineered across thousands of individual decisions  means foregoing an infinite number of others people deal with this in a number of ways providence reincarnation and an afterlife to name a few nora and hae sung might be soulmates but will they know it in this lifetime or the nexti really cant wait for the next project song works on and that goes double for the cast i sunk my teeth into this deeply romantic deeply resonant film which is capable of bringing immense longing to the surface it is coated with a beautiful score and draped atop memorable settings its a homerun for making me want to visit seoul",2023-06-23,NA
"past lives (2023)","sometimes simple stories are the best","benjaminskylerhill","such a beautiful picture film it has everything you want from a good movie a cute romance philosophy to guide the narrative characters that feel real even if you dont get to see what they do in his case or barely see anything in her case its as if the scriptwriters managed to weave a touching romance out of snippets without it feeling like youre watching something unfinishedtheres this one scene where they show how time passes i loved the cinematography behind that simple yet rewarding visuallyfrom this movie i learned that you should accept love and realise that you dont have to give up what you have for what you could have you can accept both those feelings of love inside of you and even if it hurts its what i believe makes the soul feel alive",2023-07-15,NA
"past lives (2023)","someone who leaves","dannylee","i saw the trailer to past lives before a showing of master gardener and immediately knew i wanted to see it i have an affinity for asian cinema but more than that the concept of past lovers reconnecting after decades made for an intriguing premise one that i had to see unfold on the big screen and after seeing it unfold on the big screen i honestly cant tell how i feel about past lives which i guess means it left me feeling kind of coldwith so many people gushing over this movie the fact that i fail to see what others are seeing has made me somewhat uncomfortable id have loved to witness the pitchperfect romance that critics say past lives contains i wish i managed to see the first great film of the year instead i watched a perfectly watchable film but one that didnt leave much of an imprint on me past lives is less a romance and more a dramatic exploration of what could have been and while that seems like it could be interesting the unlikeable character of nora played by greta lee and the distinctly unromantic and uncomfortable story progression made for a decidedly cringy experience so lets start with noragreta lee is a great actress  there is no doubt about that the thing is that her character nora is extremely unlikable and unsympathetic throughout the course of the entire film she makes mean borderline cruel choices that put others through the emotional ringer this left me entirely unsympathetic to her romantic plight  however i did enjoy teo yoos portrayal as hae sung and especially john magaros character of arthur both of them play entirely believable and relatable characters who become caught up in situations either of their own doing or of someone elsesas i mentioned past lives is also remarkably unromantic instead of seeing two people fall in love against all odds youll witness a bizarre sort of reconnection with a thirdwheel that is obviously against everything thats occurring its not romantic  purposefully so i think  but its also not very fun to watch which might be the point but still the whole will they wont they scenario begins to fall short as youll begin to realize that you dont care whether they will or they wont because of how awkward the entire scenario is and with an ending that feels more of a fizzle than a bang when the credits rolled i couldnt help but feel empty thats life the movie seems to say hoping you simply accept what its showing youthe more i think about this film the less i like it which sucks because i really wanted to like it call me a romantic but i was hoping for a more straightforward love story and what i got was something that was awkward uncomfortable and unenjoyable",2023-06-17,NA
"past lives (2023)","closure in love","statuskuo","having played at the sundance and berlin film festivals this year to rave reviews as past lives is every bit as extraordinary as many are claiming it is ive always liked many a films so after the films sterling critical acclaim i was very interested in seeing it theres no doubt that this film is just about as supremely impactful and thoughtful a directorial debut that analyzes and meditates on universal themes through the lens of unique subtexts and incisive superbly written character development the films title derives from the south korean concept of in yun which means that the experiences with other people that we meet and spend time with in life today are derived or based on equivalences from past lives the film follows nora greta lee a writer originally from south korea who had immigrated first to toronto and then to new york city shes married to arthur john magaro but has also been connecting over facetime with her childhood friend hae sung seung min yim he has recently finished his mandatory military service in korea and hasnt seen nora in over a decadewhile some of the basic themes that celine songs screenplay touches on may seem clichd viewers should know that their treatment in the story and relative to the powerful character development is completely original and creative there is a deep emotional impact on the viewer as the most basic themes of the story love interpersonal connection friendship immigration cultural identity affect the three main characters each in different and wholly authentic ways the screenplay is superbly written establishing dramatic tension in an interpersonal way while thoughtfully taking its time to further develop the storytelling at a relatively short  minutes the film is perfectly paced never seeming too fast or too slow to allow the viewers to appropriately interpret the characters and their unique qualities and place within the story being able to provide such a powerful performance to complement this material is no easy feat but all three main actors lee min yim and magaro do so with flying colors their emotions and chemistry are completely genuine from the first frame until the credits roll while the films stakes may seem relatively low and to some extent they can be songs formal technical and artistic control of the medium is no less extraordinary the film is beautifully shot and scored presenting an understated airy and gentle vibe that complements but never overbears the outstanding acting and writing on display its lyrical enthralling and fully liberated from derivativeness or tedium even simple location shots such as a carousel near a waterfront help complement the emotional connection between the characters in such shots in a soulful and deliberate wayin short past lives provides a wellmade and wellacted reflection on how love longing and culture make us learn and grow over time so powerful and rooted in original and creative storytelling as a result in my opinion it is the best film released since bong joonhos parasite in  bravo ",2023-06-25,NA
