"movie_name","title","reviewer","review","date","ratings"
"Chamak (2023)","Award winning","sagarlaad","""Chamak"" is an award-worthy series that beautifully weaves Punjabi essence into a gripping plot and stellar cast. Paramvir Cheema as Kaala leads the show with sheer brilliance, embodying the struggle of a singer navigating the complexities of the Punjabi music industry. Isha Talwar shines as Jazz, adding charm and depth to the narrative. Akasa Singh's character is as strong as her voice, resonating with the essence of Punjab. The series' narrative beautifully explores the rich cultural depth of Punjab, capturing its soul and struggles. With its compelling characters and an evocative portrayal of Punjabi life, ""Chamak"" stands tall as a true contender for awards, showcasing the depth and vibrancy of the region's storytelling.","8 December 2023","9/10"
"Chamak (2023)","Missing Chamak","sanjeevanwar","Anwar Says: A tribute to rich Punjabi Music of all kind - Sufi, classical, filmi and rap but lacks the fineness of Bandish Bandit. As I always say, it's the director only who can sail or sink the ship, and this is where the first 6 episodes take the back seat. A revenge drama in the backdrop of Punjabi Music Industry and a son's quest for truth. What a premise, and the lead is none other than Tabbar fame Paramveer Singh Cheema. It is loosely inspired from the murder of famous Punjabi singer Amar Singh Chamkila.Acting wise Cheema carries all the episodes well but the spark is missing. Two leading ladies Isha Talwar and Akasa Singh have ample share of screen appearance and did well. Manoj Pahwa has acted superbly. But the series couldn't have that CHAMAK because of too many unrelated sub- plots and technical lapses like out of focus shots and inappropriate dubbing. These thin areas are noticed only when they are below par.But you can still watch it for the excellent Punjabi Music , particularly at Peer ki Mazar in sixth episode. 5-6 episodes would come in next few months. Let's hope they would be more gripping and relevant.#SonyLIV #anwarsays #punjabimusic #sufisongs #MikaSingh #paramveersinghcheema #ishatalwar #ManojPahwa #canadatopunjab #tribute.","23 January 2024","6/10"
"Chamak (2023)","All that glitters is sometimes Gold","atulsharma1409","The acting and plot are quite good, though a bit slow at places. You have to give it some time before the series hits its stride. As mentioned in the other reviews, Manoj Pahwa is amazing. Karmavir Singh Cheema as the protagonist does a good job as well.It is the music that elevates this series to an altogether different level. The makers have not spared any expense when it comes to the music. Popular Bollywood singers have been roped in and they have done a great job. Special mention to the song - Khairaat. Went ahead and downloaded the songs of a series after TVF Aspirants (S1).Would definitely love a season 2 of this series.","8 December 2023","9/10"
"Chamak (2023)","Super","xakiv-33136","Punjab ke concepts work well we want to know more about
Hardy Sandhu song is also there in this? I love MC Square and his tunes a lot very grounded person
Jo ladki hai jaz looks beautiful good casting of characters and the makers have done justice looks like
Rohit Shetty ke naad lagta hai entry Rohit Jugraj ki hai ab!!! Admire all your work so far and a big fan of you as an artist
I dint know about this series just came across the trailer and teaser and it looks surprising. Wished the platform promoted it well
Sonyliv after scam finally something promising we see we hope you bring such content frequent
Ab singers ka market ban gaya hai unhe value.","8 December 2023","10/10"
"Chamak (2023)","Superstar","riseled","Rohit has an incredible knack for storytelling, and Chamak is proof of his mastery. Get ready for a gripping journey through the dark side of the Punjabi music industry!After the success of Sardarji, I have full confidence that Chamak will be another blockbuster. Rohit Jugraj, you're a true visionary!The Punjabi music industry's dark side is about to be unveiled in Chamak, courtesy of the brilliant Rohit Jugraj. This is a must-watch!Rohit sir, the man who brought us laughter with Sardarji, is now set to take us on an intense ride with Chamak. Can't wait!Chamak is not just a show; it's a cinematic masterpiece in the making
Rohit sir ka direction in Sardarji left us wanting more, and now Chamak is here to deliver another unforgettable experience. Excitement level: off the charts!From the comedy of Sardarji to the drama of Chamak, Rohit sir continues to captivate audiences with his storytelling.Chamak is a breath of fresh air in the Punjabi entertainment scene with diverse themes it is truly commendable.After the success of Sardarji, all set to explore the darker side of the Punjabi music industry in Chamak. This is going to be epic! Go Rohit sir...
His past work has already made a mark, and Chamak is sure to continue the legacy. Can't wait for this gripping journey to unfold!Chamak is the show we've all been waiting for! Rohit sir your storytelling skills are too good, and I'm ready for this rollercoaster.Sardarji had us in splits, and now Chamak is set to tug at our heartstrings. Rohit Jugraj, extraordinaire!Superstar, Players, and now Chamak-Rohit Jugraj's filmography is a testament to his brilliance. This is going to be another feather in his cap!Chamak is not just a show; it's a journey into the unknown Get ready for a ride like never before!","8 December 2023","9/10"
"Chamak (2023)","Msttt","doroh-42839","Chamak should have been on Netflix I feel the platform that would work well for such an amazing one. Rohit good going
I was reading about the director and was surprised he has had a lot of experience and learnt from such fab people like Sanjay Leela Bhansali
Director plays a huge role to make sure the acting is on point and nobody can deny this. Rohit sir lot of handwork it looks which might have gone
We all should support makers that try to bring something new so that the audience gets to see a new style and its also refreshing.Music is so good in fact mat maari I was listening to and Khairaat both are amazing tunes
So edgy and engaging the teaser is also action and stage what a combination of acting.","8 December 2023","10/10"
"Chamak (2023)","Bold, intense, and provocative - Chamak is the series that will leave an indelible mark on Punjabi music narratives.","moneci-88932","Bold, intense, and provocative - Chamak is the series that will leave an indelible mark on Punjabi music narratives. Chamak is the series that will take away the awards Rohit sir...
As the excitement builds, Chamak promises to be a gripping that will exposes the reality behind the glitz of Punjabi music.Rohit Jugraj's Chamak is a bold and unapologetic series that pulls no punches in revealing the truth .Chamak is set to be a revelation, pulling back the curtains on the secrets and scandals within the Punjabi music scene.Crime, passion, and the pulse of Punjabi music its all there in Chamak Rohit Jugraj's new series.Get ready for an emotional rollercoaster in Rohit Jugraj's Chamak that unravels the intricacies of the Punjabi music industry.Rohit Jugraj's Chamak is the much-needed wake-up call, exposing the harsh realities behind the glitzy world of Punjabi music.Chamak is not just a series; it's a journey into the heart of the Punjabi music industry's dark secrets. Amazing series Rohit ji...keep up the good work.Bold, intense, and provocative - Chamak is the series that will leave an indelible mark on Punjabi music narratives.The wait is finally over! Chamak is shining.","19 December 2023","9/10"
"Chamak (2023)","What a Story!","krunaldesai-79352","Chamak"" is Punjab's raw roar! Kaala, a singer with a past as rough
as sandpaper, claws his way through a music
industry that's more mosh pit than melody. This ain't your typical sappy
love story; it's about chasing dreams with fists clenched and a mic held tight. Every twist and turn keeps you guessing, every song hits you like a bass drum to the chest. The actors? They're not just playingcharacters, they're living them, breathing fire into the streets of Punjab. ""Chamak"" isn't just a show, it's a journey, a pulse-poundingrollercoaster ride through ambition, betrayal, and the unbreakable spirit of music. So, grab your headphones, crank up the volume, and get ready to yell ""WHAT A STORY!"" with every beat.","8 December 2023","10/10"
"Chamak (2023)","Best of 2023","hopax-01292","The anticipation is real !, Rohit sir your past work has set the bar high, and I have no doubt that Chamak will exceed expectations.... Can't wait to watch it.Sardarji was a game-changer, and I'm confident Chamak will be no different. Rohit, you've got the magic touch.Rohit, ek row se hit dene wala ;-) the man who brought us Sardarji, is back with Chamak... Brace yourselves for another cinematic masterpiece.Superstar, Players, Sardarji, and now Chamak! Rohit Jugraj's filmography is a testament to his versatility and brilliance. The anticipation is real !, Rohit sir your past work has set the bar high, and I have no doubt that Chamak will exceed expectations.... Can't wait to watch it.Sardarji was a game-changer, and I'm confident Chamak will be no different. Rohit, you've got the magic touch.Rohit, ek row se hit dene wala ;-) the man who brought us Sardarji, is back with Chamak... Brace yourselves for another cinematic masterpiece.Superstar, Players, Sardarji, and now Chamak! Rohit Jugraj's filmography is a testament to his versatility and brilliance.","9 December 2023","10/10"
"Chamak (2023)","Nice","tarikamishra","Chamak is not just a series; it's a revelation exposing the harsh reality behind the flashy Punjabi music industry.Rohit Jugraj's Chamak is the talk of the town...super se bhi upar
The much-anticipated Chamak is about to lift the curtain on the hidden side of Punjabi music, revealing its true colors. Rohit sir it's a super hit .Ala re ala Rohit bhau ala leke Crime and glamour - get ready bhai log it is all in Chamak.Chamak is not your typical series; it's bold ......
Rohit Jugraj's Chamak is a gripping tale that explores the underbelly of Punjabi music, where glitz meets grim reality.""
When the countdown began, expectations soared for Chamak....its out guy finally.Rohit sir has challenged perceptions to expose the underbelly of the Punjabi music industry like never before.Rohit Jugraj's Chamak is a bold step into the shadows, unraveling the mysteries behind the glamorous façade of Punjabi music.Prepare for a riveting journey through Rohit Jugraj's dark side of the Punjabi music industry with Chamak.","19 December 2023","8/10"
"Chamak (2023)","Award winning","sagarlaad","""Chamak"" is an award-worthy series that beautifully weaves Punjabi essence into a gripping plot and stellar cast. Paramvir Cheema as Kaala leads the show with sheer brilliance, embodying the struggle of a singer navigating the complexities of the Punjabi music industry. Isha Talwar shines as Jazz, adding charm and depth to the narrative. Akasa Singh's character is as strong as her voice, resonating with the essence of Punjab. The series' narrative beautifully explores the rich cultural depth of Punjab, capturing its soul and struggles. With its compelling characters and an evocative portrayal of Punjabi life, ""Chamak"" stands tall as a true contender for awards, showcasing the depth and vibrancy of the region's storytelling.","8 December 2023","9/10"
"Chamak (2023)","Missing Chamak","sanjeevanwar","Anwar Says: A tribute to rich Punjabi Music of all kind - Sufi, classical, filmi and rap but lacks the fineness of Bandish Bandit. As I always say, it's the director only who can sail or sink the ship, and this is where the first 6 episodes take the back seat. A revenge drama in the backdrop of Punjabi Music Industry and a son's quest for truth. What a premise, and the lead is none other than Tabbar fame Paramveer Singh Cheema. It is loosely inspired from the murder of famous Punjabi singer Amar Singh Chamkila.Acting wise Cheema carries all the episodes well but the spark is missing. Two leading ladies Isha Talwar and Akasa Singh have ample share of screen appearance and did well. Manoj Pahwa has acted superbly. But the series couldn't have that CHAMAK because of too many unrelated sub- plots and technical lapses like out of focus shots and inappropriate dubbing. These thin areas are noticed only when they are below par.But you can still watch it for the excellent Punjabi Music , particularly at Peer ki Mazar in sixth episode. 5-6 episodes would come in next few months. Let's hope they would be more gripping and relevant.#SonyLIV #anwarsays #punjabimusic #sufisongs #MikaSingh #paramveersinghcheema #ishatalwar #ManojPahwa #canadatopunjab #tribute.","23 January 2024","6/10"
"Chamak (2023)","All that glitters is sometimes Gold","atulsharma1409","The acting and plot are quite good, though a bit slow at places. You have to give it some time before the series hits its stride. As mentioned in the other reviews, Manoj Pahwa is amazing. Karmavir Singh Cheema as the protagonist does a good job as well.It is the music that elevates this series to an altogether different level. The makers have not spared any expense when it comes to the music. Popular Bollywood singers have been roped in and they have done a great job. Special mention to the song - Khairaat. Went ahead and downloaded the songs of a series after TVF Aspirants (S1).Would definitely love a season 2 of this series.","8 December 2023","9/10"
"Chamak (2023)","Super","xakiv-33136","Punjab ke concepts work well we want to know more about
Hardy Sandhu song is also there in this? I love MC Square and his tunes a lot very grounded person
Jo ladki hai jaz looks beautiful good casting of characters and the makers have done justice looks like
Rohit Shetty ke naad lagta hai entry Rohit Jugraj ki hai ab!!! Admire all your work so far and a big fan of you as an artist
I dint know about this series just came across the trailer and teaser and it looks surprising. Wished the platform promoted it well
Sonyliv after scam finally something promising we see we hope you bring such content frequent
Ab singers ka market ban gaya hai unhe value.","8 December 2023","10/10"
"Chamak (2023)","Superstar","riseled","Rohit has an incredible knack for storytelling, and Chamak is proof of his mastery. Get ready for a gripping journey through the dark side of the Punjabi music industry!After the success of Sardarji, I have full confidence that Chamak will be another blockbuster. Rohit Jugraj, you're a true visionary!The Punjabi music industry's dark side is about to be unveiled in Chamak, courtesy of the brilliant Rohit Jugraj. This is a must-watch!Rohit sir, the man who brought us laughter with Sardarji, is now set to take us on an intense ride with Chamak. Can't wait!Chamak is not just a show; it's a cinematic masterpiece in the making
Rohit sir ka direction in Sardarji left us wanting more, and now Chamak is here to deliver another unforgettable experience. Excitement level: off the charts!From the comedy of Sardarji to the drama of Chamak, Rohit sir continues to captivate audiences with his storytelling.Chamak is a breath of fresh air in the Punjabi entertainment scene with diverse themes it is truly commendable.After the success of Sardarji, all set to explore the darker side of the Punjabi music industry in Chamak. This is going to be epic! Go Rohit sir...
His past work has already made a mark, and Chamak is sure to continue the legacy. Can't wait for this gripping journey to unfold!Chamak is the show we've all been waiting for! Rohit sir your storytelling skills are too good, and I'm ready for this rollercoaster.Sardarji had us in splits, and now Chamak is set to tug at our heartstrings. Rohit Jugraj, extraordinaire!Superstar, Players, and now Chamak-Rohit Jugraj's filmography is a testament to his brilliance. This is going to be another feather in his cap!Chamak is not just a show; it's a journey into the unknown Get ready for a ride like never before!","8 December 2023","9/10"
"Chamak (2023)","Msttt","doroh-42839","Chamak should have been on Netflix I feel the platform that would work well for such an amazing one. Rohit good going
I was reading about the director and was surprised he has had a lot of experience and learnt from such fab people like Sanjay Leela Bhansali
Director plays a huge role to make sure the acting is on point and nobody can deny this. Rohit sir lot of handwork it looks which might have gone
We all should support makers that try to bring something new so that the audience gets to see a new style and its also refreshing.Music is so good in fact mat maari I was listening to and Khairaat both are amazing tunes
So edgy and engaging the teaser is also action and stage what a combination of acting.","8 December 2023","10/10"
"Chamak (2023)","Bold, intense, and provocative - Chamak is the series that will leave an indelible mark on Punjabi music narratives.","moneci-88932","Bold, intense, and provocative - Chamak is the series that will leave an indelible mark on Punjabi music narratives. Chamak is the series that will take away the awards Rohit sir...
As the excitement builds, Chamak promises to be a gripping that will exposes the reality behind the glitz of Punjabi music.Rohit Jugraj's Chamak is a bold and unapologetic series that pulls no punches in revealing the truth .Chamak is set to be a revelation, pulling back the curtains on the secrets and scandals within the Punjabi music scene.Crime, passion, and the pulse of Punjabi music its all there in Chamak Rohit Jugraj's new series.Get ready for an emotional rollercoaster in Rohit Jugraj's Chamak that unravels the intricacies of the Punjabi music industry.Rohit Jugraj's Chamak is the much-needed wake-up call, exposing the harsh realities behind the glitzy world of Punjabi music.Chamak is not just a series; it's a journey into the heart of the Punjabi music industry's dark secrets. Amazing series Rohit ji...keep up the good work.Bold, intense, and provocative - Chamak is the series that will leave an indelible mark on Punjabi music narratives.The wait is finally over! Chamak is shining.","19 December 2023","9/10"
"Chamak (2023)","What a Story!","krunaldesai-79352","Chamak"" is Punjab's raw roar! Kaala, a singer with a past as rough
as sandpaper, claws his way through a music
industry that's more mosh pit than melody. This ain't your typical sappy
love story; it's about chasing dreams with fists clenched and a mic held tight. Every twist and turn keeps you guessing, every song hits you like a bass drum to the chest. The actors? They're not just playingcharacters, they're living them, breathing fire into the streets of Punjab. ""Chamak"" isn't just a show, it's a journey, a pulse-poundingrollercoaster ride through ambition, betrayal, and the unbreakable spirit of music. So, grab your headphones, crank up the volume, and get ready to yell ""WHAT A STORY!"" with every beat.","8 December 2023","10/10"
"Chamak (2023)","Best of 2023","hopax-01292","The anticipation is real !, Rohit sir your past work has set the bar high, and I have no doubt that Chamak will exceed expectations.... Can't wait to watch it.Sardarji was a game-changer, and I'm confident Chamak will be no different. Rohit, you've got the magic touch.Rohit, ek row se hit dene wala ;-) the man who brought us Sardarji, is back with Chamak... Brace yourselves for another cinematic masterpiece.Superstar, Players, Sardarji, and now Chamak! Rohit Jugraj's filmography is a testament to his versatility and brilliance. The anticipation is real !, Rohit sir your past work has set the bar high, and I have no doubt that Chamak will exceed expectations.... Can't wait to watch it.Sardarji was a game-changer, and I'm confident Chamak will be no different. Rohit, you've got the magic touch.Rohit, ek row se hit dene wala ;-) the man who brought us Sardarji, is back with Chamak... Brace yourselves for another cinematic masterpiece.Superstar, Players, Sardarji, and now Chamak! Rohit Jugraj's filmography is a testament to his versatility and brilliance.","9 December 2023","10/10"
"Chamak (2023)","Nice","tarikamishra","Chamak is not just a series; it's a revelation exposing the harsh reality behind the flashy Punjabi music industry.Rohit Jugraj's Chamak is the talk of the town...super se bhi upar
The much-anticipated Chamak is about to lift the curtain on the hidden side of Punjabi music, revealing its true colors. Rohit sir it's a super hit .Ala re ala Rohit bhau ala leke Crime and glamour - get ready bhai log it is all in Chamak.Chamak is not your typical series; it's bold ......
Rohit Jugraj's Chamak is a gripping tale that explores the underbelly of Punjabi music, where glitz meets grim reality.""
When the countdown began, expectations soared for Chamak....its out guy finally.Rohit sir has challenged perceptions to expose the underbelly of the Punjabi music industry like never before.Rohit Jugraj's Chamak is a bold step into the shadows, unraveling the mysteries behind the glamorous façade of Punjabi music.Prepare for a riveting journey through Rohit Jugraj's dark side of the Punjabi music industry with Chamak.","19 December 2023","8/10"
"Chamak (2023)","Award winning","sagarlaad","""Chamak"" is an award-worthy series that beautifully weaves Punjabi essence into a gripping plot and stellar cast. Paramvir Cheema as Kaala leads the show with sheer brilliance, embodying the struggle of a singer navigating the complexities of the Punjabi music industry. Isha Talwar shines as Jazz, adding charm and depth to the narrative. Akasa Singh's character is as strong as her voice, resonating with the essence of Punjab. The series' narrative beautifully explores the rich cultural depth of Punjab, capturing its soul and struggles. With its compelling characters and an evocative portrayal of Punjabi life, ""Chamak"" stands tall as a true contender for awards, showcasing the depth and vibrancy of the region's storytelling.","8 December 2023","9/10"
"Chamak (2023)","Missing Chamak","sanjeevanwar","Anwar Says: A tribute to rich Punjabi Music of all kind - Sufi, classical, filmi and rap but lacks the fineness of Bandish Bandit. As I always say, it's the director only who can sail or sink the ship, and this is where the first 6 episodes take the back seat. A revenge drama in the backdrop of Punjabi Music Industry and a son's quest for truth. What a premise, and the lead is none other than Tabbar fame Paramveer Singh Cheema. It is loosely inspired from the murder of famous Punjabi singer Amar Singh Chamkila.Acting wise Cheema carries all the episodes well but the spark is missing. Two leading ladies Isha Talwar and Akasa Singh have ample share of screen appearance and did well. Manoj Pahwa has acted superbly. But the series couldn't have that CHAMAK because of too many unrelated sub- plots and technical lapses like out of focus shots and inappropriate dubbing. These thin areas are noticed only when they are below par.But you can still watch it for the excellent Punjabi Music , particularly at Peer ki Mazar in sixth episode. 5-6 episodes would come in next few months. Let's hope they would be more gripping and relevant.#SonyLIV #anwarsays #punjabimusic #sufisongs #MikaSingh #paramveersinghcheema #ishatalwar #ManojPahwa #canadatopunjab #tribute.","23 January 2024","6/10"
"Chamak (2023)","All that glitters is sometimes Gold","atulsharma1409","The acting and plot are quite good, though a bit slow at places. You have to give it some time before the series hits its stride. As mentioned in the other reviews, Manoj Pahwa is amazing. Karmavir Singh Cheema as the protagonist does a good job as well.It is the music that elevates this series to an altogether different level. The makers have not spared any expense when it comes to the music. Popular Bollywood singers have been roped in and they have done a great job. Special mention to the song - Khairaat. Went ahead and downloaded the songs of a series after TVF Aspirants (S1).Would definitely love a season 2 of this series.","8 December 2023","9/10"
"Chamak (2023)","Super","xakiv-33136","Punjab ke concepts work well we want to know more about
Hardy Sandhu song is also there in this? I love MC Square and his tunes a lot very grounded person
Jo ladki hai jaz looks beautiful good casting of characters and the makers have done justice looks like
Rohit Shetty ke naad lagta hai entry Rohit Jugraj ki hai ab!!! Admire all your work so far and a big fan of you as an artist
I dint know about this series just came across the trailer and teaser and it looks surprising. Wished the platform promoted it well
Sonyliv after scam finally something promising we see we hope you bring such content frequent
Ab singers ka market ban gaya hai unhe value.","8 December 2023","10/10"
"Chamak (2023)","Superstar","riseled","Rohit has an incredible knack for storytelling, and Chamak is proof of his mastery. Get ready for a gripping journey through the dark side of the Punjabi music industry!After the success of Sardarji, I have full confidence that Chamak will be another blockbuster. Rohit Jugraj, you're a true visionary!The Punjabi music industry's dark side is about to be unveiled in Chamak, courtesy of the brilliant Rohit Jugraj. This is a must-watch!Rohit sir, the man who brought us laughter with Sardarji, is now set to take us on an intense ride with Chamak. Can't wait!Chamak is not just a show; it's a cinematic masterpiece in the making
Rohit sir ka direction in Sardarji left us wanting more, and now Chamak is here to deliver another unforgettable experience. Excitement level: off the charts!From the comedy of Sardarji to the drama of Chamak, Rohit sir continues to captivate audiences with his storytelling.Chamak is a breath of fresh air in the Punjabi entertainment scene with diverse themes it is truly commendable.After the success of Sardarji, all set to explore the darker side of the Punjabi music industry in Chamak. This is going to be epic! Go Rohit sir...
His past work has already made a mark, and Chamak is sure to continue the legacy. Can't wait for this gripping journey to unfold!Chamak is the show we've all been waiting for! Rohit sir your storytelling skills are too good, and I'm ready for this rollercoaster.Sardarji had us in splits, and now Chamak is set to tug at our heartstrings. Rohit Jugraj, extraordinaire!Superstar, Players, and now Chamak-Rohit Jugraj's filmography is a testament to his brilliance. This is going to be another feather in his cap!Chamak is not just a show; it's a journey into the unknown Get ready for a ride like never before!","8 December 2023","9/10"
"Chamak (2023)","Msttt","doroh-42839","Chamak should have been on Netflix I feel the platform that would work well for such an amazing one. Rohit good going
I was reading about the director and was surprised he has had a lot of experience and learnt from such fab people like Sanjay Leela Bhansali
Director plays a huge role to make sure the acting is on point and nobody can deny this. Rohit sir lot of handwork it looks which might have gone
We all should support makers that try to bring something new so that the audience gets to see a new style and its also refreshing.Music is so good in fact mat maari I was listening to and Khairaat both are amazing tunes
So edgy and engaging the teaser is also action and stage what a combination of acting.","8 December 2023","10/10"
"Chamak (2023)","Bold, intense, and provocative - Chamak is the series that will leave an indelible mark on Punjabi music narratives.","moneci-88932","Bold, intense, and provocative - Chamak is the series that will leave an indelible mark on Punjabi music narratives. Chamak is the series that will take away the awards Rohit sir...
As the excitement builds, Chamak promises to be a gripping that will exposes the reality behind the glitz of Punjabi music.Rohit Jugraj's Chamak is a bold and unapologetic series that pulls no punches in revealing the truth .Chamak is set to be a revelation, pulling back the curtains on the secrets and scandals within the Punjabi music scene.Crime, passion, and the pulse of Punjabi music its all there in Chamak Rohit Jugraj's new series.Get ready for an emotional rollercoaster in Rohit Jugraj's Chamak that unravels the intricacies of the Punjabi music industry.Rohit Jugraj's Chamak is the much-needed wake-up call, exposing the harsh realities behind the glitzy world of Punjabi music.Chamak is not just a series; it's a journey into the heart of the Punjabi music industry's dark secrets. Amazing series Rohit ji...keep up the good work.Bold, intense, and provocative - Chamak is the series that will leave an indelible mark on Punjabi music narratives.The wait is finally over! Chamak is shining.","19 December 2023","9/10"
"Chamak (2023)","What a Story!","krunaldesai-79352","Chamak"" is Punjab's raw roar! Kaala, a singer with a past as rough
as sandpaper, claws his way through a music
industry that's more mosh pit than melody. This ain't your typical sappy
love story; it's about chasing dreams with fists clenched and a mic held tight. Every twist and turn keeps you guessing, every song hits you like a bass drum to the chest. The actors? They're not just playingcharacters, they're living them, breathing fire into the streets of Punjab. ""Chamak"" isn't just a show, it's a journey, a pulse-poundingrollercoaster ride through ambition, betrayal, and the unbreakable spirit of music. So, grab your headphones, crank up the volume, and get ready to yell ""WHAT A STORY!"" with every beat.","8 December 2023","10/10"
"Chamak (2023)","Best of 2023","hopax-01292","The anticipation is real !, Rohit sir your past work has set the bar high, and I have no doubt that Chamak will exceed expectations.... Can't wait to watch it.Sardarji was a game-changer, and I'm confident Chamak will be no different. Rohit, you've got the magic touch.Rohit, ek row se hit dene wala ;-) the man who brought us Sardarji, is back with Chamak... Brace yourselves for another cinematic masterpiece.Superstar, Players, Sardarji, and now Chamak! Rohit Jugraj's filmography is a testament to his versatility and brilliance. The anticipation is real !, Rohit sir your past work has set the bar high, and I have no doubt that Chamak will exceed expectations.... Can't wait to watch it.Sardarji was a game-changer, and I'm confident Chamak will be no different. Rohit, you've got the magic touch.Rohit, ek row se hit dene wala ;-) the man who brought us Sardarji, is back with Chamak... Brace yourselves for another cinematic masterpiece.Superstar, Players, Sardarji, and now Chamak! Rohit Jugraj's filmography is a testament to his versatility and brilliance.","9 December 2023","10/10"
"Chamak (2023)","Nice","tarikamishra","Chamak is not just a series; it's a revelation exposing the harsh reality behind the flashy Punjabi music industry.Rohit Jugraj's Chamak is the talk of the town...super se bhi upar
The much-anticipated Chamak is about to lift the curtain on the hidden side of Punjabi music, revealing its true colors. Rohit sir it's a super hit .Ala re ala Rohit bhau ala leke Crime and glamour - get ready bhai log it is all in Chamak.Chamak is not your typical series; it's bold ......
Rohit Jugraj's Chamak is a gripping tale that explores the underbelly of Punjabi music, where glitz meets grim reality.""
When the countdown began, expectations soared for Chamak....its out guy finally.Rohit sir has challenged perceptions to expose the underbelly of the Punjabi music industry like never before.Rohit Jugraj's Chamak is a bold step into the shadows, unraveling the mysteries behind the glamorous façade of Punjabi music.Prepare for a riveting journey through Rohit Jugraj's dark side of the Punjabi music industry with Chamak.","19 December 2023","8/10"
"Chamak (2023)","Award winning","sagarlaad","""Chamak"" is an award-worthy series that beautifully weaves Punjabi essence into a gripping plot and stellar cast. Paramvir Cheema as Kaala leads the show with sheer brilliance, embodying the struggle of a singer navigating the complexities of the Punjabi music industry. Isha Talwar shines as Jazz, adding charm and depth to the narrative. Akasa Singh's character is as strong as her voice, resonating with the essence of Punjab. The series' narrative beautifully explores the rich cultural depth of Punjab, capturing its soul and struggles. With its compelling characters and an evocative portrayal of Punjabi life, ""Chamak"" stands tall as a true contender for awards, showcasing the depth and vibrancy of the region's storytelling.","8 December 2023","9/10"
"Chamak (2023)","Missing Chamak","sanjeevanwar","Anwar Says: A tribute to rich Punjabi Music of all kind - Sufi, classical, filmi and rap but lacks the fineness of Bandish Bandit. As I always say, it's the director only who can sail or sink the ship, and this is where the first 6 episodes take the back seat. A revenge drama in the backdrop of Punjabi Music Industry and a son's quest for truth. What a premise, and the lead is none other than Tabbar fame Paramveer Singh Cheema. It is loosely inspired from the murder of famous Punjabi singer Amar Singh Chamkila.Acting wise Cheema carries all the episodes well but the spark is missing. Two leading ladies Isha Talwar and Akasa Singh have ample share of screen appearance and did well. Manoj Pahwa has acted superbly. But the series couldn't have that CHAMAK because of too many unrelated sub- plots and technical lapses like out of focus shots and inappropriate dubbing. These thin areas are noticed only when they are below par.But you can still watch it for the excellent Punjabi Music , particularly at Peer ki Mazar in sixth episode. 5-6 episodes would come in next few months. Let's hope they would be more gripping and relevant.#SonyLIV #anwarsays #punjabimusic #sufisongs #MikaSingh #paramveersinghcheema #ishatalwar #ManojPahwa #canadatopunjab #tribute.","23 January 2024","6/10"
"Chamak (2023)","All that glitters is sometimes Gold","atulsharma1409","The acting and plot are quite good, though a bit slow at places. You have to give it some time before the series hits its stride. As mentioned in the other reviews, Manoj Pahwa is amazing. Karmavir Singh Cheema as the protagonist does a good job as well.It is the music that elevates this series to an altogether different level. The makers have not spared any expense when it comes to the music. Popular Bollywood singers have been roped in and they have done a great job. Special mention to the song - Khairaat. Went ahead and downloaded the songs of a series after TVF Aspirants (S1).Would definitely love a season 2 of this series.","8 December 2023","9/10"
"Chamak (2023)","Super","xakiv-33136","Punjab ke concepts work well we want to know more about
Hardy Sandhu song is also there in this? I love MC Square and his tunes a lot very grounded person
Jo ladki hai jaz looks beautiful good casting of characters and the makers have done justice looks like
Rohit Shetty ke naad lagta hai entry Rohit Jugraj ki hai ab!!! Admire all your work so far and a big fan of you as an artist
I dint know about this series just came across the trailer and teaser and it looks surprising. Wished the platform promoted it well
Sonyliv after scam finally something promising we see we hope you bring such content frequent
Ab singers ka market ban gaya hai unhe value.","8 December 2023","10/10"
"Chamak (2023)","Superstar","riseled","Rohit has an incredible knack for storytelling, and Chamak is proof of his mastery. Get ready for a gripping journey through the dark side of the Punjabi music industry!After the success of Sardarji, I have full confidence that Chamak will be another blockbuster. Rohit Jugraj, you're a true visionary!The Punjabi music industry's dark side is about to be unveiled in Chamak, courtesy of the brilliant Rohit Jugraj. This is a must-watch!Rohit sir, the man who brought us laughter with Sardarji, is now set to take us on an intense ride with Chamak. Can't wait!Chamak is not just a show; it's a cinematic masterpiece in the making
Rohit sir ka direction in Sardarji left us wanting more, and now Chamak is here to deliver another unforgettable experience. Excitement level: off the charts!From the comedy of Sardarji to the drama of Chamak, Rohit sir continues to captivate audiences with his storytelling.Chamak is a breath of fresh air in the Punjabi entertainment scene with diverse themes it is truly commendable.After the success of Sardarji, all set to explore the darker side of the Punjabi music industry in Chamak. This is going to be epic! Go Rohit sir...
His past work has already made a mark, and Chamak is sure to continue the legacy. Can't wait for this gripping journey to unfold!Chamak is the show we've all been waiting for! Rohit sir your storytelling skills are too good, and I'm ready for this rollercoaster.Sardarji had us in splits, and now Chamak is set to tug at our heartstrings. Rohit Jugraj, extraordinaire!Superstar, Players, and now Chamak-Rohit Jugraj's filmography is a testament to his brilliance. This is going to be another feather in his cap!Chamak is not just a show; it's a journey into the unknown Get ready for a ride like never before!","8 December 2023","9/10"
